"","gene","orf","no..of.probes","measurments","F.statistic","X.log.p.value.","difference","YPD","YPDGE","YPG","YPE","YPL","YPD0.1DNP","YPD0.25DNP","YPG0.25DNP","YPG0.1DNP"
"705","YLR358C","YLR358C",4,76,42.77421,21.87832,0.17045,0.79095,0.82397,0.91718,0.77263,0.94308,0.79311,0.82256,0.79669,0.80149
"706","ADE13","YLR359W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"707","VPS38","YLR360W",4,76,2.24955,1.45533,0.02348,1.01819,1.02209,1.02533,1.04083,1.02644,1.01735,1.02103,1.03234,1.02873
"708","YLR361C","YLR361C",4,76,1.38625,0.65767,0.0202,0.99508,1.00067,1.01528,1.00906,1.00954,1.00785,0.99615,1.00835,1.00336
"709","ste11","YLR362W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"710","NMD4","YLR363C",3,57,3.60856,2.59009,0.03915,1.01807,1.02347,1.00281,0.99445,0.98433,1.00098,0.99828,0.98994,0.99661
"711","YLR364W","YLR364W",4,76,2.41506,1.61597,0.03333,1.0314,1.03728,1.02998,1.06083,1.0275,1.0307,1.03971,1.04483,1.04916
"712","YLR365W","YLR365W",4,76,0.90355,0.28459,0.01162,1.00221,1.01143,1.01225,1.01382,1.01077,1.01171,1.00252,1.01006,1.01374
"713","YLR366W","YLR366W",4,75,5.02975,4.10786,0.05623,0.9674,0.98676,1.00494,1.00749,0.99202,0.96337,0.95126,0.99299,0.99889
"714","RPS22B","YLR367W",4,76,7.26638,6.05923,0.04301,0.97246,0.99295,1.00518,1.00694,0.9953,0.96932,0.96393,0.98572,1.00356
"715","YLR368W","YLR368W",4,57,40.12965,17.01329,0.48066,0.80328,0.75809,0.38693,0.41682,0.53208,0.83121,0.73357,0.35055,0.53781
"716","SSQ1","YLR369W",3,30,4.71483,2.51948,0.16344,0.56922,0.5798,0.52005,0.42324,0.49734,0.50367,0.58668,0.45293,0.46016
"717","ARC18","YLR370C",4,64,43.18999,19.34555,0.51595,0.69363,0.46668,0.71291,0.68299,0.98263,0.78317,0.66125,0.69269,0.67122
"718","ROM2","YLR371W",4,59,39.3931,17.33784,0.37217,0.5413,0.69774,0.88482,0.69043,0.91347,0.68934,0.56219,0.86521,0.81431
"719","SUR4","YLR372W",3,48,49.43667,16.39949,0.24788,0.75103,0.80082,0.87919,0.89205,0.92238,0.76337,0.6745,0.8627,0.81769
"720","VID22","YLR373C",4,52,6.55587,4.67527,0.17631,0.69749,0.77225,0.77088,0.71777,0.71963,0.74506,0.76117,0.62308,0.59594
"721","YLR374C","YLR374C",4,76,13.27345,10.3007,0.07633,0.95887,0.96654,1.00724,0.95637,0.97385,0.95759,0.9309,0.98069,0.99431
"722","STP3","YLR375W",4,76,2.57025,1.76745,0.02213,1.01868,1.02006,1.00809,1.02936,1.00723,1.01061,1.01396,1.02371,1.02493
"723","YLR376C","YLR376C",4,76,4.34218,3.48462,0.02658,1.02032,1.0248,0.99908,1.0241,0.99821,1.02178,1.00458,1.01824,1.01644
"724","FBP1","YLR377C",4,76,221.89065,42.39601,0.30647,1.0042,0.99387,0.78168,0.75753,0.80941,0.99238,0.98589,0.69773,0.72958
"725","SEC61","YLR378C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"726","YLR379W","YLR379W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"727","CSR1","YLR380W",4,76,2.42468,1.62534,0.02217,1.00471,1.01221,1.01425,1.02688,1.01288,1.00802,1.02457,1.01458,1.02573
"728","YLR381W","YLR381W",4,76,17.79936,12.8302,0.08715,0.93577,0.95198,0.98127,0.97117,0.99942,0.93922,0.91227,0.96663,0.98976
"729","nam2","YLR382C",3,38,13.0385,6.6184,0.33202,0.66424,0.70211,0.38598,0.49223,0.44922,0.718,0.71167,0.475,0.43117
"730","IKI3","YLR384C",4,76,3.32922,2.51079,0.0677,0.84519,0.82776,0.77748,0.82402,0.82163,0.83578,0.82891,0.82926,0.80918
"731","YLR385C","YLR385C",3,57,3.78699,2.74341,0.04119,1.02455,1.02942,1.02754,1.04397,1.01747,1.00278,1.0118,1.03906,1.04121
"732","YLR386W","YLR386W",4,57,41.70936,17.33281,0.24955,0.7018,0.69315,0.94269,0.90389,0.91301,0.7666,0.75418,0.85656,0.90239
"733","YLR387C","YLR387C",4,76,1.5696,0.81792,0.02206,1.02573,1.02265,1.01981,1.04187,1.02063,1.02338,1.02624,1.02903,1.04173
"734","RPS29A","YLR388W",3,56,35.01509,15.89903,0.16723,0.84499,0.92106,0.98042,1.01221,0.98954,0.86048,0.84939,0.97026,0.99842
"735","STE23","YLR389C",3,57,1.36569,0.62449,0.03455,1.02074,1.02994,1.02021,1.03269,1.0201,1.02333,1.01382,1.03859,1.04837
"736","ECM19","YLR390W",4,76,4.04689,3.20427,0.02734,1.00007,0.9874,0.99487,0.97627,0.97777,1.00361,0.98427,0.97834,0.99112
"737","SSR1","YLR390W-A",4,76,1.86841,1.09184,0.02197,1.00617,1.00235,1.01486,1.01837,1.00871,1.00848,1.01768,1.0129,1.02432
"738","YLR391W","YLR391W",4,76,8.03517,6.67453,0.05574,0.99828,0.97373,0.98247,0.94281,0.99855,0.99476,0.96066,0.97287,0.98878
"739","YLR392C","YLR392C",4,76,2.38915,1.59075,0.02152,1.0159,1.02055,1.00862,0.99995,1.00633,1.01175,0.99903,1.0088,1.01913
"740","ATP10","YLR393W",4,49,13.18236,7.93312,0.27871,0.81056,0.82085,0.58387,0.57803,0.57436,0.80667,0.82937,0.55066,0.61489
"741","CST9","YLR394W",4,76,1.20801,0.51002,0.01731,0.99931,1.00246,1.00976,1.00136,0.99773,1.00637,1.01329,0.99598,0.99961
"742","COX8","YLR395C",4,75,59.54472,25.47617,0.15506,1.02685,0.99309,0.88066,0.87179,0.9126,1.00952,1.00319,0.87697,0.89253
"743","vps33","YLR396C",4,61,44.58747,18.91274,0.40812,0.79523,0.68556,0.50236,0.42787,0.61992,0.82129,0.7791,0.41318,0.48648
"744","AFG2","YLR397C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"745","SKI2","YLR398C",3,57,4.85587,3.62956,0.04305,0.99886,0.9997,0.97061,0.98711,0.98235,0.97832,0.98657,1.00285,1.01367
"746","BDF1","YLR399C",4,67,18.52279,12.2597,0.1868,0.6639,0.68326,0.82607,0.63927,0.7758,0.73269,0.68458,0.74627,0.79985
"747","YLR400W","YLR400W",4,76,1.6459,0.88658,0.01613,1.00883,1.01099,1.012,1.023,1.01928,1.00889,1.01486,1.01395,1.02496
"748","YLR401C","YLR401C",4,76,0.88828,0.27444,0.01838,1.00804,1.01143,1.00008,1.01384,1.00538,1.01697,1.01276,1.01628,1.01846
"749","YLR402W","YLR402W",2,38,14.32579,7.17951,0.08851,0.93614,0.94154,1.01105,0.99731,0.95422,0.93442,0.92254,0.97454,0.98019
"750","SFP1","YLR403W",4,61,11.39972,8.15454,0.1867,0.60248,0.69933,0.75376,0.64809,0.72361,0.56706,0.59973,0.65293,0.68061
"751","YLR404W","YLR404W",2,38,2.43951,1.4022,0.02777,1.01018,1.01341,1.02214,1.03127,1.01875,1.00536,1.02441,1.01376,1.03313
"752","YLR405W","YLR405W",4,76,2.22592,1.43249,0.02347,1.03107,1.02822,1.01867,1.04125,1.01778,1.01919,1.02898,1.03348,1.03653
"753","RPL31B","YLR406C",4,76,12.02193,9.51323,0.06318,0.91755,0.93801,0.94627,0.94727,0.97303,0.92205,0.90985,0.96394,0.95738
"754","YLR407W","YLR407W",2,38,2.52969,1.46982,0.02779,0.99201,0.99695,0.99095,1.00179,0.97401,0.99699,0.99286,0.97496,0.99225
"755","YLR408C","YLR408C",4,76,2.03131,1.24578,0.02161,0.99148,0.99529,1.00792,1.01309,1.00432,1.00497,1.00766,1.00057,1.00834
"756","YLR409C","YLR409C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"757","VIP1","YLR410W",4,76,2.34739,1.55015,0.02611,1.00481,1.00701,1.00557,1.0057,0.99446,1.0055,1.00272,1.00636,1.02057
"758","YLR412W","YLR412W",4,76,22.20011,14.91631,0.10453,1.00424,0.98633,0.89971,0.96507,0.97575,0.98266,0.97835,0.97868,0.97035
"759","YLR413W","YLR413W",4,76,1.91982,1.14014,0.02,1.01442,1.0172,1.02036,1.02281,1.01319,1.01516,1.00654,1.02538,1.02654
"760","YLR414C","YLR414C",4,76,1.08334,0.41295,0.01611,1.01323,1.01252,1.0168,1.0103,1.01155,1.01262,1.02019,1.00855,1.02466
"761","YLR415C","YLR415C",4,76,0.54294,0.08636,0.01408,1.00822,1.01137,1.01303,1.01445,1.0149,1.01597,1.01227,1.01161,1.0223
"762","YLR416C","YLR416C",4,76,3.8217,2.98835,0.03444,1.02595,1.02302,1.0104,1.01711,1.01186,1.02159,1.00094,1.02516,1.03538
"763","VPS36","YLR417W",4,72,184.66923,38.09433,0.24722,0.95805,0.87168,0.7584,0.71083,0.90339,0.94079,0.91858,0.71794,0.7307
"764","CDC73","YLR418C",4,76,6.33077,5.27655,0.06364,0.93241,0.88557,0.86877,0.89528,0.91009,0.9089,0.88536,0.87649,0.88126
"765","ura4","YLR420W",4,76,5.84503,4.855,0.04632,1.019,0.99046,1.02208,1.02588,1.02732,1.01392,1.01714,1.02766,1.03678
"766","RPN13","YLR421C",4,76,2.31885,1.52244,0.03272,1.01749,1.02468,0.99253,1.00481,1.01302,1.02055,1.00752,1.01575,1.02525
"767","YLR422W","YLR422W",4,76,5.51523,4.56277,0.03898,1.00858,1.01091,1.02936,1.03171,1.0181,0.9969,1.00281,1.02637,1.03588
"768","APG17","YLR423C",3,46,17.92502,9.40014,0.31761,0.78231,0.76146,0.67718,0.55621,0.76635,0.76803,0.76472,0.46471,0.51986
"769","YLR424W","YLR424W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"770","TUS1","YLR425W",4,61,26.5436,14.41111,0.22787,0.90932,0.84711,0.83971,0.68145,0.9063,0.88804,0.86972,0.80318,0.82347
"771","YLR426W","YLR426W",4,76,37.67885,20.45393,0.09391,0.94945,0.94693,0.9871,0.95837,0.99904,0.91738,0.90513,0.99134,0.99409
"772","YLR427W","YLR427W",4,76,2.80954,2.00189,0.03572,1.01868,1.01735,1.01377,1.01684,1.01996,1.01497,0.99763,1.03038,1.03335
"773","YLR428C","YLR428C",4,76,1.98399,1.20081,0.02876,1.0001,1.01506,1.00087,1.00415,1.00056,1.00393,0.98701,1.01005,1.01577
"774","CRN1","YLR429W",3,57,1.89232,1.07131,0.03913,1.02256,1.02432,1.00502,1.04415,1.00829,1.01839,1.01785,1.03113,1.02577
"775","sen1","YLR430W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"776","YLR431C","YLR431C",4,76,2.40896,1.61004,0.02083,1.0032,1.00571,1.00342,1.01713,1.0078,1.00789,1.00467,1.01608,1.02403
"777","IMD3","YLR432W",4,76,0.26536,0.01109,0.00977,1.00359,1.00458,0.99751,0.99857,1.00167,1.00438,1.00143,0.99908,1.00729
"778","cna1","YLR433C",4,76,1.39363,0.66397,0.0168,1.01403,1.00907,1.00407,1.0134,1.00435,1.00581,1.00081,1.00777,1.0176
"779","YLR434C","YLR434C",4,76,9.9041,8.07376,0.06079,0.98676,1.02148,1.01417,1.03546,1.0149,0.98385,0.982,1.03615,1.04279
"780","YLR435W","YLR435W",3,43,22.79379,10.22638,0.39307,0.43529,0.71316,0.82499,0.76059,0.82836,0.69364,0.56223,0.76894,0.76902
"781","ECM30","YLR436C",2,38,3.636,2.26572,0.04307,0.98108,0.98963,1.01769,1.02415,1.00727,0.99687,0.99817,1.00484,1.01339
"782","YLR437C","YLR437C",4,76,2.74982,1.94333,0.0307,1.01229,1.00204,1.01123,1.00551,1.00764,1.00391,0.99207,1.0024,1.02277
"783","LSM3","YLR438C-A",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"784","car2","YLR438W",4,76,28.36347,17.39342,0.08536,1.02011,1.0133,0.95858,0.9548,0.93475,1.00552,1.01389,0.99336,0.99657
"785","MRPL4","YLR439W",4,40,16.56253,7.84607,0.17405,0.71125,0.7319,0.60147,0.61813,0.59375,0.7678,0.67302,0.60607,0.63643
"786","YLR440C","YLR440C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"787","RPS1A","YLR441C",2,38,9.07052,5.23836,0.12561,0.92332,0.9536,0.97297,1.02228,0.96967,0.90869,0.89667,1.00094,1.00242
"788","SIR3","YLR442C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"789","ECM7","YLR443W",4,76,1.4456,0.70872,0.01396,1.01114,1.00828,1.00741,1.02137,1.00861,1.00965,1.01835,1.00804,1.02089
"790","YLR444C","YLR444C",4,76,2.31179,1.5156,0.03129,1.01416,1.01965,1.01901,1.03157,1.01325,1.00358,1.01851,1.01706,1.03487
"791","YLR445W","YLR445W",4,76,2.42952,1.63006,0.0264,1.0184,1.01554,1.01021,1.01105,1.01292,1.00353,0.99443,1.01326,1.02083
"792","YLR446W","YLR446W",4,76,1.90893,1.12989,0.01714,1.01589,1.01822,1.02079,1.01801,1.0115,1.01194,1.00774,1.00961,1.02488
"793","vma6","YLR447C",2,20,94.19301,7.03855,0.27308,0.61924,0.5657,0.47988,0.41798,0.60186,0.5888,0.64228,0.3692,0.40764
"794","RPL6B","YLR448W",4,75,19.02565,13.34312,0.15766,0.7912,0.82387,0.83162,0.87711,0.90815,0.80843,0.75049,0.87027,0.86946
"795","FPR4","YLR449W",4,76,4.59565,3.72254,0.03946,1.02582,1.02521,1.02346,1.0201,1.02554,0.99981,1.00164,1.02796,1.03927
"796","hmg2","YLR450W",4,76,1.05977,0.39528,0.01677,0.99492,1.00396,1.00484,0.99167,1.00524,1.00613,0.98936,0.99475,0.99983
"797","leu3","YLR451W",4,76,3.03852,2.22643,0.03863,1.03847,1.02325,1.00828,0.99984,1.02345,1.02353,1.01799,1.00574,1.00433
"798","sst2","YLR452C",4,76,5.19575,4.27506,0.04439,1.00796,1.00785,1.01327,0.98506,1.00624,0.99768,0.97177,1.00738,1.01616
"799","RIF2","YLR453C",4,76,2.34649,1.54927,0.03743,1.02401,1.02448,1.02794,1.04115,1.01974,1.00373,1.01675,1.02811,1.03738
"800","YLR454W","YLR454W",4,76,1.25466,0.54775,0.01782,1.00635,1.00658,1.00455,1.01411,1.00461,0.99883,1.00156,1.00344,1.01665
"801","YLR455W","YLR455W",4,76,0.65795,0.13904,0.01328,1.00062,0.99948,0.9955,0.98734,1.0002,0.99675,0.99016,0.99212,0.99809
"802","YLR456W","YLR456W",4,76,1.23457,0.53141,0.01941,1.0056,1.0092,1.00613,1.00825,1.00949,1.00178,0.99663,1.00472,1.01604
"803","NBP1","YLR457C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"804","YLR458W","YLR458W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"805","cdc91","YLR459W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"806","YLR460C","YLR460C",4,76,1.97566,1.19291,0.02674,1.02058,1.01969,1.00797,1.02341,1.01177,1.01265,1.01274,1.02511,1.03471
"807","PAU4","YLR461W",4,76,3.03142,2.21947,0.03104,1.0316,1.0208,1.00897,1.01928,1.00056,1.01624,1.00546,1.01176,1.01985
"808","YPT7","YML001W",2,38,8.96773,5.19339,0.0532,0.98164,0.99191,0.93871,0.96571,0.96568,0.98545,0.96602,0.97716,0.9444
"809","YML002W","YML002W",2,38,0.73277,0.17917,0.02547,0.99601,0.99947,1.01048,1.01087,1.00705,1.01546,1.01187,1.01279,0.98998
"810","YML003W","YML003W",2,38,2.35371,1.33759,0.03233,1.03492,1.03056,1.04061,1.05343,1.03789,1.02338,1.0407,1.04816,1.0211
"811","GLO1","YML004C",2,38,2.65544,1.56355,0.03815,1.03012,1.03575,1.03891,1.04886,1.03613,1.03694,1.03495,1.0417,1.01072
"812","YML005W","YML005W",2,38,1.28345,0.53308,0.02893,1.01798,1.02159,1.03661,1.04691,1.03092,1.02713,1.04421,1.04607,1.0247
"813","GIS4","YML006C",2,38,16.21818,7.7482,0.07191,1.01312,0.97756,0.98621,0.95678,0.94121,1.0064,1.00107,0.96475,0.94888
"814","YAP1","YML007W",2,38,24.2586,9.69385,0.09789,0.9755,0.99221,1.06321,1.029,1.02489,0.96806,0.96532,1.04046,1.02021
"815","erg6","YML008C",2,27,2.57292,1.29044,0.17456,0.80166,0.78411,0.7688,0.77866,0.6271,0.80137,0.7995,0.65004,0.77552
"816","MRPL39","YML009c",6,114,133.06699,48.72851,0.24948,0.98081,0.94951,0.8652,0.78256,0.79151,0.99681,1.00402,0.75454,0.77958
"817","YML010C-B","YML010C-B",3,48,4.27246,2.95823,0.10098,0.74244,0.79717,0.73515,0.836,0.81226,0.73501,0.79458,0.79418,0.77056
"818","spt5","YML010W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"819","YML010W-A","YML010W-A",2,38,24.32051,9.7066,0.18406,0.89787,0.86303,0.81497,0.87766,0.86478,0.93253,0.91869,0.83972,0.74847
"820","YML011C","YML011C",2,38,4.81877,3.03703,0.05126,0.9856,0.99607,1.02316,1.03341,1.01735,1.01457,1.03686,1.02272,1.01367
"821","ERV25","YML012W",2,38,2.05479,1.1109,0.02211,0.99714,1.00403,1.00978,1.01572,1.00866,1.0105,1.01447,1.01406,0.99362
"822","YML013C-A","YML013C-A",2,38,16.63692,7.867,0.21387,0.85956,0.75483,0.69795,0.66143,0.73396,0.79151,0.7918,0.64569,0.66269
"823","YML013W","YML013W",2,38,15.80944,7.6299,0.13887,0.88777,0.85991,0.75259,0.80015,0.88116,0.87777,0.86262,0.75902,0.7489
"824","YML014W","YML014W",2,38,30.708,10.89249,0.11216,0.89607,0.89443,1.00659,0.96941,0.98371,0.89786,0.89558,0.9838,0.98347
"825","TAF40","YML015C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"826","PPZ1","YML016C",2,38,3.5233,2.18785,0.04295,1.03414,1.03959,1.03812,1.02202,1.0428,1.00578,1.01926,1.03432,0.99985
"827","PSP2","YML017W",2,38,11.13729,6.07815,0.10258,0.97168,0.98346,0.92541,0.99012,1.00101,1.012,1.02799,0.99465,0.9865
"828","YML018C","YML018C",2,38,1.71468,0.85241,0.0297,1.01593,1.01868,1.02914,1.02667,1.01852,1.0189,1.01592,1.02712,0.99944
"829","OST6","YML019W",2,38,1.16276,0.448,0.03067,0.99797,1.0063,1.00511,1.00044,1.01256,1.00625,1.00802,1.00584,0.98189
"830","YML020W","YML020W",2,38,5.0357,3.16969,0.03697,1.03132,1.03162,1.02204,1.04579,1.0338,1.01459,1.02746,1.0398,1.00882
"831","ung1","YML021C",3,57,2.59346,1.69526,0.03707,1.01784,1.01107,1.0113,0.98993,0.98078,0.99831,0.9936,0.99311,1.00665
"832","APT1","YML022W",4,76,0.56768,0.09672,0.02302,0.95798,0.95572,0.95394,0.94978,0.96488,0.9728,0.96005,0.95808,0.96166
"833","YML023C","YML023C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","RPS17A","YML024W",2,38,27.57363,10.34034,0.21269,0.73316,0.81814,0.91562,0.94584,0.90424,0.74865,0.78504,0.90692,0.88781
"835","YML025C","YML025C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"836","rps18B","YML026C",2,38,78.52139,15.95731,0.16621,0.84004,0.91194,0.97269,1.00318,0.98722,0.85271,0.83698,0.97816,0.98396
"837","YOX1","YML027W",4,76,0.88138,0.26989,0.01507,1.00304,1.0076,1.01811,1.01375,1.0079,1.00524,1.00757,1.01059,1.00489
"838","TSA1","YML028W",2,38,2.99517,1.81292,0.03505,0.98882,1.00158,1.02335,1.02069,1.02094,1.00676,1.01844,1.02387,1.01473
"839","YML029W","YML029W",2,38,3.28861,2.02325,0.03651,0.98911,1.00047,1.02563,1.02324,1.01679,1.01551,1.02171,1.01911,1.01205
"840","YML030W","YML030W",2,38,74.52181,15.66642,0.249,1.02849,0.9984,0.86679,0.82348,0.8512,1.01898,1.01738,0.77949,0.78991
"841","ndc1","YML031W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"842","rad52","YML032C",2,36,20.68858,8.48945,0.23542,0.65007,0.73073,0.88548,0.84511,0.85576,0.75723,0.75332,0.84423,0.83153
"843","YML033W","YML033W",2,38,2.94871,1.77917,0.02894,1.0186,1.02495,1.01166,1.03806,1.01916,1.01368,1.03615,1.0406,1.01176
"844","SRC1","YML034W",2,38,2.47399,1.42809,0.05943,1.04105,1.00764,1.02161,1.03944,1.04679,1.02042,1.06707,1.06516,1.05055
"845","amd1","YML035C",4,76,1.40506,0.67375,0.03066,1.00711,1.00504,1.00631,1.01597,0.99361,1.00461,1.00733,1.01514,1.02427
"846","YML035C-A","YML035C-A",2,38,3.37021,2.08085,0.03138,1.02296,1.00713,1.01556,1.0044,1.01064,1.00726,0.99987,1.03124,1.00051
"847","YML036W","YML036W",3,52,33.25127,14.59846,0.23075,0.69588,0.78243,0.82723,0.84195,0.8519,0.66995,0.62115,0.80349,0.77302
"848","YML037C","YML037C",2,38,0.88965,0.26908,0.02021,1.02729,1.0309,1.02507,1.02814,1.02611,1.01816,1.02962,1.03837,1.02193
"849","YMD8","YML038C",4,76,0.73371,0.17957,0.01146,1.01695,1.01731,1.01753,1.02043,1.01037,1.00959,1.00964,1.02105,1.01257
"850","YML041C","YML041C",4,76,4.83111,3.94118,0.07157,0.96871,0.95548,1.00739,0.93582,0.97085,0.9568,0.95371,0.98263,0.97725
"851","CAT2","YML042W",4,76,4.56699,3.69578,0.02706,1.00851,1.01146,1.02248,1.03557,1.01722,1.01192,1.03067,1.0247,1.03511
"852","RRN11","YML043C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"853","PRP39","YML046W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"854","PRM6","YML047C",4,76,9.17663,7.54461,0.06593,0.95939,0.99064,0.99789,1.01457,1.00649,0.98647,0.99828,1.01481,1.02533
"855","GSF2","YML048W",2,38,4.82316,3.03973,0.04843,1.01712,1.01717,1.01914,1.04777,1.01237,1.00516,1.01518,1.02773,0.99934
"856","YML048W-A","YML048W-A",2,38,5.83809,3.63852,0.04701,0.97409,0.98673,1.01187,1.01508,1.00886,1.01499,1.02111,1.00975,1.00109
"857","rse1","YML049C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"858","YML050W","YML050W",2,38,16.06613,7.70447,0.08544,1.065,1.06409,1.06662,1.12044,1.04437,1.035,1.07105,1.09789,1.04994
"859","gal80","YML051W",2,38,4.37578,2.75783,0.05901,1.00576,1.00743,0.95081,0.97729,0.96812,1.00535,1.0059,0.98688,0.94842
"860","SUR7","YML052W",2,38,5.88765,3.66639,0.05404,0.98024,0.99175,1.01985,1.02907,1.01174,1.01457,1.03428,1.0186,1.00933
"861","YML053C","YML053C",2,38,3.41747,2.11403,0.05609,1.05183,1.04573,1.05142,1.07576,1.03177,1.01968,1.05325,1.05701,1.03548
"862","cyb2","YML054C",2,38,1.42402,0.63515,0.05499,1.03452,1.03737,1.03189,1.07129,1.03121,1.0163,1.04983,1.03691,1.02022
"863","SPC2","YML055W",2,38,1.76404,0.88979,0.03096,1.01371,1.01949,1.02105,1.03141,1.01126,1.0098,1.00579,1.02399,1.00045
"864","IMD4","YML056C",2,38,1.89689,0.99072,0.04443,1.03023,1.03427,1.03908,1.05226,1.02673,1.00783,1.01881,1.05121,1.02496
"865","cmp2","YML057W",2,38,1.70015,0.84143,0.02801,1.00402,1.00965,1.02355,1.03203,1.01204,1.0104,1.0275,1.02082,1.00472
"866","YML058C-A","YML058C-A",2,38,2.69517,1.59301,0.03398,0.98489,0.99476,1.01358,1.01886,1.00623,1.00933,1.01694,1.00798,1.00023
"867","SML1","YML058W",2,38,5.02214,3.16148,0.04223,0.9794,0.99155,1.00707,1.01479,1.00336,1.00895,1.02163,1.00999,0.99987
"868","YML059C","YML059C",2,38,3.06272,1.86178,0.02883,0.98123,0.99261,1.00851,1.00748,1.00896,1.00581,1.01006,1.00524,0.99885
"869","OGG1","YML060W",2,38,2.37566,1.35414,0.0286,1.0142,1.02031,1.00634,1.03298,1.00676,1.01463,1.01873,1.02295,1.00438
"870","pif1","YML061C",2,30,54.66413,10.76421,0.4683,0.68984,0.63542,0.32063,0.28064,0.54531,0.6738,0.64628,0.27507,0.22154
"871","MFT1","YML062C",2,38,2.91021,1.75112,0.0533,1.02696,1.02613,1.02276,1.05955,1.00626,1.01679,1.03807,1.03411,1.01697
"872","RPS1B","YML063W",2,38,39.79283,12.25036,0.22177,0.72544,0.83187,0.9021,0.94721,0.94003,0.73831,0.75115,0.90282,0.88022
"873","TEM1","YML064C",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"874","ORC1","YML065W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"875","YML066C","YML066C",4,76,2.50737,1.706,0.03427,0.98144,0.98678,1.00065,1.00499,1.00393,1.01517,1.01571,1.00314,1.00474
"876","ERV41","YML067C",4,76,2.07197,1.28457,0.02941,1.02226,1.01826,1.02207,1.03396,1.01561,1.00661,1.02329,1.01624,1.03602
"877","YML068W","YML068W",4,76,4.1773,3.32849,0.03515,1.02145,1.01981,1.01414,1.04928,1.01614,1.01476,1.03401,1.02199,1.03361
"878","POB3","YML069W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"879","DAK1","YML070W",2,38,3.94081,2.47247,0.04746,0.97845,0.98931,1.01238,1.01772,1.00775,1.01402,1.02591,1.0124,1.00171
"880","YML071C","YML071C",4,76,10.86094,8.74187,0.05612,0.9869,0.98962,0.95805,0.94038,0.98881,0.99649,0.99321,0.97098,0.97273
"881","YML072C","YML072C",4,76,2.51999,1.71833,0.02094,1.01075,1.00432,0.98981,1.01004,1.00191,1.00768,0.99152,1.00104,1.00282
"882","RPL6A","YML073C",4,65,11.2935,8.37256,0.10316,0.79096,0.86574,0.77232,0.78776,0.8478,0.81277,0.76738,0.76258,0.76342
"883","NPI46","YML074C",4,76,0.46369,0.057,0.01402,0.99843,1.00036,1.00591,1.01245,1.00768,1.00453,1.00085,1.00854,1.00155
"884","hmg1","YML075C",4,76,1.94016,1.15933,0.03154,1.00171,0.99927,0.979,0.99632,0.99609,1.00786,1.01054,0.99286,1.00485
"885","YML076C","YML076C",4,76,1.36688,0.64118,0.02742,1.02716,1.02219,1.02152,1.04134,1.01609,1.01393,1.0209,1.02299,1.03377
"886","BET5","YML077W",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"887","CPR3","YML078W",2,38,7.80041,4.65799,0.04863,1.02741,1.02718,1.01339,0.97878,0.99938,1.02071,1.01527,1.00513,0.98545
"888","YML079W","YML079W",2,38,4.7529,2.99622,0.03947,0.99213,1.01493,1.02087,1.02529,1.01775,0.99757,0.991,1.03047,1.01477
"889","DUS1","YML080W",2,38,1.47353,0.67168,0.02175,0.99002,0.99772,0.99881,0.98324,0.98338,0.99453,0.98252,0.98959,0.97706
"890","ATP18","YML081C-A",4,67,257.31091,39.4188,0.70061,1.04381,0.94559,0.57376,0.51334,0.59162,1.01437,1.01484,0.3432,0.53131
